ID,domain,keyword,keyword-model,cause,long_term_interval,long_term_effect,defeater_time_interval,defeater,supporter
3412-2,work,enterprise,chatgpt,Jane used a new template at work.,"Months later,",Jane was able to work much faster.,"Hours later,",Jane accidentally deleted the template from her computer.,Jane's new template was more efficient.
3412-3,work,enterprise,chatgpt,Jane used a new template at work.,"Months later,",Jane was able to work much faster.,"Hours later,",Jane gives up on using the template because it just makes things more complicated.,Templates allow for work to be finished faster.
5403,work,labor,chatgpt,The country relaxes labor laws to allow children as young as 12 to work.,"Years later,","The country’s labor force has increased significantly in size, but education levels have decreased.","Months later,",A new leader is elected who reinstates the labor laws.,"If children are working, then they're not in school becoming educated."
5403-1,work,labor,chatgpt,The country relaxes labor laws to allow children as young as 12 to work.,"Years later,","The country’s labor force has increased significantly in size, but education levels have decreased.","Weeks later,",Their parents force them to go back to school.,Kids drop out of school to work.
5403-2,work,labor,chatgpt,The country relaxes labor laws to allow children as young as 12 to work.,"Years later,","The country’s labor force has increased significantly in size, but education levels have decreased.","Weeks later,",Amendments are made to labor laws to make sure that children who work must also attend school.,Children who work will no longer go to school.
5403-3,work,labor,chatgpt,The country relaxes labor laws to allow children as young as 12 to work.,"Years later,","The country’s labor force has increased significantly in size, but education levels have decreased.","Weeks later,",The government enforces labor laws.,The government overlooks  labor laws.
4951,travel,all inclusive,gpt3,Jamal booked the all-inclusive resort for his anniversary trip.,"Months later,",Jamal's wife was overjoyed by the vacation,"Hours later,",Jamal's boss rescinds his PTO approval.,Jamal was able to take time off from work for the trip.
4951-1,travel,all inclusive,gpt3,Jamal booked the all-inclusive resort for his anniversary trip.,"Months later,",Jamal's wife was overjoyed by the vacation,"Weeks later,",Jamal's wife broke her leg and became bedridden.,An all-inclusive resort vacation is highly desirable.
4951-2,travel,all inclusive,gpt3,Jamal booked the all-inclusive resort for his anniversary trip.,"Months later,",Jamal's wife was overjoyed by the vacation,"Hours later,",Jamal lost his job and could no longer pay for the trip.,Jamal could afford to pay for the trip.
4951-3,travel,all inclusive,gpt3,Jamal booked the all-inclusive resort for his anniversary trip.,"Months later,",Jamal's wife was overjoyed by the vacation,"Days later,",His wife said she did not feel like going on a vacation.,Wives enjoy celebrating their anniversary with vacations.
1567,health,none,none,A little boy starts running every morning,"Years later,",He becomes a competitive cross-country runner in college,"Weeks later,",The little boy starts to realize that he suffers from asthma.,The little boy's muscles start to build up.
1567-1,health,none,none,A little boy starts running every morning,"Years later,",He becomes a competitive cross-country runner in college,"Months later,",The boy is bored and start to postpone and avoid the hard training.,Diligence and perseverance make one progress and succeed.
1567-2,health,none,none,A little boy starts running every morning,"Years later,",He becomes a competitive cross-country runner in college,"Minutes later,",The boy trips and sprains his ankle badly.,The boy keeps up with running competitively.
1567-3,health,none,none,A little boy starts running every morning,"Years later,",He becomes a competitive cross-country runner in college,"Weeks later,",The boy gives up on running.,The little boy enjoys running.
866,travel,none,none,Eric went to a trip to Mexico.,"Years later,",Eric would share his memories of the trip to his family,"Days later,",Eric doesn't really find the trip to be all that special.,Eric enjoys the trip immensely.
866-1,travel,none,none,Eric went to a trip to Mexico.,"Years later,",Eric would share his memories of the trip to his family,"Seconds later,","Eric was robbed at gunpoint at the airport, giving him major trauma.",Eric had a great experience on the trip.
866-2,travel,none,none,Eric went to a trip to Mexico.,"Years later,",Eric would share his memories of the trip to his family,"Months later,",Eric is kidnapped and never found during his trip.,Eric takes many pictures on his trip.
866-3,travel,none,none,Eric went to a trip to Mexico.,"Years later,",Eric would share his memories of the trip to his family,"Weeks later,",Eric has to cancel his trip to Mexico,Eric takes many pictures in Mexico
6586,politics,conservative-view,gpt3,The citizens elects a conservative leaning president,"Years later,",The president signs bills that are aligned with conservative ideology,"Months later,",The president is impeached for a financial scandal,A conservative president is likely to support bills that are conservative
6586-1,politics,conservative-view,gpt3,The citizens elects a conservative leaning president,"Years later,",The president signs bills that are aligned with conservative ideology,"Days later,",It turns out the election was fraudulent.,The election is deemed valid.
6586-2,politics,conservative-view,gpt3,The citizens elects a conservative leaning president,"Years later,",The president signs bills that are aligned with conservative ideology,"Months later,",It's discovered that the election process was rampant with fraud.,The election results are deemed valid.
6586-3,politics,conservative-view,gpt3,The citizens elects a conservative leaning president,"Years later,",The president signs bills that are aligned with conservative ideology,"Days later,",The election results are found to be fraudulent.,The president is sworn in.
4432,work,job listings,gpt3,Erin scans the job listings every day.,"Months later,",Erin decides to apply for a new job.,"Days later,",Erin gets tired and does not visit the site any more.,Erin came a cross a new job posting
4432-1,work,job listings,gpt3,Erin scans the job listings every day.,"Months later,",Erin decides to apply for a new job.,"Hours later,",She's discouraged to find out that her enemy works there too.,Erin finds a job she's suitable for.
4432-2,work,job listings,gpt3,Erin scans the job listings every day.,"Months later,",Erin decides to apply for a new job.,"Days later,",Erin is offered a high-paying promotion at work.,Erin is looking at job listing because she wants a new job.
4432-3,work,job listings,gpt3,Erin scans the job listings every day.,"Months later,",Erin decides to apply for a new job.,"Weeks later,",no job listings offer a better salary than her current job,job listings are a good source for would-be applicants
1834,business,none,none,Susan creates an app,"Months later,",she is able to quit her job with the earnings she gets through the app.,"Hours later,",it is pulled from the app store because it is plagiarized.,"When someone makes an app, they can make a lot of money from it."
1834-1,business,none,none,Susan creates an app,"Months later,",she is able to quit her job with the earnings she gets through the app.,"Hours later,",The app starts getting very glitchy.,The app runs very smoothly.
1834-2,business,none,none,Susan creates an app,"Months later,",she is able to quit her job with the earnings she gets through the app.,"Days later,",The app keeps crashing and nobody buys it.,The app gets added to Apple.
1834-3,business,none,none,Susan creates an app,"Months later,",she is able to quit her job with the earnings she gets through the app.,"Days later,",Her app gets taken down.,If an app is popular it can bring you prosperity.
323,politics,none,none,A country elects a populist leader.,"Years later,",The country is isolated and does not engage with the global community.,"Months later,",A foreign government enacts a coup against the new leader.,The populist leader pulls out of agreements with some countries.
323-1,politics,none,none,A country elects a populist leader.,"Years later,",The country is isolated and does not engage with the global community.,"Months later,",The populist leader has declared war on every country surrounding it.,The populist leader believes in isolationism.
323-2,politics,none,none,A country elects a populist leader.,"Years later,",The country is isolated and does not engage with the global community.,"Weeks later,",The populist leader is overthrown.,The populist leader engages in isolationism.
323-3,politics,none,none,A country elects a populist leader.,"Years later,",The country is isolated and does not engage with the global community.,"Hours later,",It's discovered the election was fraudulent.,The populist leader is installed in place.
1604,sports,none,none,Steven worked out everyday over the summer.,"Months later,",Steven was able to make the basketball team  in the winter.,"Weeks later,",He fell into despair and was lazy.,"He paid attention to his condition, followed a stable path."
1604-1,sports,none,none,Steven worked out everyday over the summer.,"Months later,",Steven was able to make the basketball team  in the winter.,"Days later,",Steven suffered a severe knee injury.,Steven kept up his health.
1604-2,sports,none,none,Steven worked out everyday over the summer.,"Months later,",Steven was able to make the basketball team  in the winter.,"Weeks later,",Steven stops working out.,Someone who works out every day will be in good physical condition and is likely to make it onto a sports team.
1604-3,sports,none,none,Steven worked out everyday over the summer.,"Months later,",Steven was able to make the basketball team  in the winter.,"Hours later,",Steven decided to switch his focus to practicing soccer.,Steven also practiced basketball.
3967,travel,bike tour,chatgpt,Janie decides to go on a bike tour across the continental United States.,"Months later,","Janie returns home, having visited several states.","Weeks later,",Janie couldn't meet up with the tour because of financial issues,Janie got funded and supported financially by her parents
3967-1,travel,bike tour,chatgpt,Janie decides to go on a bike tour across the continental United States.,"Months later,","Janie returns home, having visited several states.","Days later,",Janie is tired of biking and goes home.,Someone who decides to go on a cross-country bike tour will travel through many states.
3967-2,travel,bike tour,chatgpt,Janie decides to go on a bike tour across the continental United States.,"Months later,","Janie returns home, having visited several states.","Weeks later,",Jane has to take a business trip and can’t go on the bike tour.,Jane trains for her bike tour.
3967-3,travel,bike tour,chatgpt,Janie decides to go on a bike tour across the continental United States.,"Months later,","Janie returns home, having visited several states.","Days later,",She quits the tour because she is exhausted.,If you go on a bike tour you can visit several states.
713,politics,none,none,A congressman has been caught in lies.,"Months later,",The congressman is not re-elected.,"Days later,",The congressman is found to have been protecting another person for ultimately a noble cause.,Voters do not typically endorse those that are known to be misleading and false.
713-1,politics,none,none,A congressman has been caught in lies.,"Months later,",The congressman is not re-elected.,"Weeks later,",People are blinded when the candidate uses ideology to provoke fear and anger.,People do not trust a candidate who lies.
713-2,politics,none,none,A congressman has been caught in lies.,"Months later,",The congressman is not re-elected.,"Days later,",Nobody hears about the scandal.,People are disappointed in the scandal.
713-3,politics,none,none,A congressman has been caught in lies.,"Months later,",The congressman is not re-elected.,"Weeks later,",Support for the congressman has increased.,People will not elect a liar.
1736,work,none,none,Dave fails to show up for a large company presentation,"Months later,",he is denied a promotion.,"Days later,",Nobody notices Dave's absence.,The boss is unhappy about this.
1736-1,work,none,none,Dave fails to show up for a large company presentation,"Months later,",he is denied a promotion.,"Hours later,",The boss discovers that Dave had a family emergency and accepts his excuse.,Missing an important company event hurts one's standing in a company.
1736-3,work,none,none,Dave fails to show up for a large company presentation,"Months later,",he is denied a promotion.,"Hours later,",No one noticed that Dave wasn't there.,The company presentation is important enough for Dave's absence to affect his career.
2437,work,job security,gpt3,Mike had been the best worker at the company and was loyal.,"Years later,",The manager of the company told Mike that he had a job for life.,"Months later,",Mike got sick of the job because he got a work proposal on another company.,Mike got some incentives because of his hardworking and dedications to the work
2437-1,work,job security,gpt3,Mike had been the best worker at the company and was loyal.,"Years later,",The manager of the company told Mike that he had a job for life.,"Weeks later,",Mike was accused of stealing.,If you do well at a company you can stay for longer.
2437-2,work,job security,gpt3,Mike had been the best worker at the company and was loyal.,"Years later,",The manager of the company told Mike that he had a job for life.,"Weeks later,",The manager of the company realizes that Mike had an affair with his daughter Soeurette and got her pregnant.,Mike had a good relationship with the manager of the company.
2437-3,work,job security,gpt3,Mike had been the best worker at the company and was loyal.,"Years later,",The manager of the company told Mike that he had a job for life.,"Days later,",Mike got into a blowout argument with the managers.,Mike had good relationships with the managers.
5938,travel,travel memoir,chatgpt,"A family rents a house at the beach and stays there together for a week, taking pictures for a photo album.","Months later,",The family prints the pictures out and makes a photo album to remember the trip.,"Hours later,",The pictures are bad quality.,Staying at a beach house is a memorable experience.
5938-1,travel,travel memoir,chatgpt,"A family rents a house at the beach and stays there together for a week, taking pictures for a photo album.","Months later,",The family prints the pictures out and makes a photo album to remember the trip.,"Days later,",Their camera is stolen at the airport and they lose all their photos.,It is necessary to print out pictures in order to create a photo album.
5938-2,travel,travel memoir,chatgpt,"A family rents a house at the beach and stays there together for a week, taking pictures for a photo album.","Months later,",The family prints the pictures out and makes a photo album to remember the trip.,"Hours later,",The family accidentally erases the photos.,The family has a lot of high quality photos.
5938-3,travel,travel memoir,chatgpt,"A family rents a house at the beach and stays there together for a week, taking pictures for a photo album.","Months later,",The family prints the pictures out and makes a photo album to remember the trip.,"Days later,",The pictures get erased from the camera's memory by accident.,The pictures remain in good condition.
7766,sports,coach,chatgpt,Jonah never listens to her coach.,"Months later,",Jonah gets let go from the team.,"Weeks later,",Jonah has helped her team win many games.,Jonah is not valuable enough to the team for them to overlook her lack of listening skills.
7766-1,sports,coach,chatgpt,Jonah never listens to her coach.,"Months later,",Jonah gets let go from the team.,"Weeks later,",Jonah is named Player of the Week in the league.,An athlete on a team is expected to listen to the coach.
7766-2,sports,coach,chatgpt,Jonah never listens to her coach.,"Months later,",Jonah gets let go from the team.,"Weeks later,",The coach was replaced because the coach used fake certification.,"Jonah stalls in progress, and still refusing to take advice from coach."
7766-3,sports,coach,chatgpt,Jonah never listens to her coach.,"Months later,",Jonah gets let go from the team.,"Weeks later,",Jonah takes the advice from the coach.,Jonah continues to ignore the coach.
1385,health,none,none,ram was broke his arm,"Months later,",the doctor put it in a cast,"Seconds later,",It was found that the arm wasn't really broken.,Ram couldn't function without the arm.
1385-2,health,none,none,ram was broke his arm,"Months later,",the doctor put it in a cast,"Hours later,",X-ray reveals no fracture.,Ram goes to the doctor.
1385-3,health,none,none,ram was broke his arm,"Months later,",the doctor put it in a cast,"Hours later,",Ram goes to the doctor and has his arm amputated.,Ram will wait many months before seeing a doctor about his arm.
6192,business,diversification,gpt3,Investors complain about a lack of diversity in the company.,"Years later,",The company begins practicing diversification and invests assets among several sectors.,"Months later,",The trading began to fail,The trading begins to move well
6192-1,business,diversification,gpt3,Investors complain about a lack of diversity in the company.,"Years later,",The company begins practicing diversification and invests assets among several sectors.,"Weeks later,",The company's stock price shoots up so investors are already happy with the company.,The company wants to make investors happy and diversification is the only way to do so.
6192-2,business,diversification,gpt3,Investors complain about a lack of diversity in the company.,"Years later,",The company begins practicing diversification and invests assets among several sectors.,"Days later,",The company's leadership fails to acknowledge the investors' concerns.,Leadership in a company will respond to complaints from their investors.
6192-3,business,diversification,gpt3,Investors complain about a lack of diversity in the company.,"Years later,",The company begins practicing diversification and invests assets among several sectors.,"Hours later,",The company decides it has more pressing priorities than this.,The company commits to being more diversified.
1435,health,none,none,Paul decides to avoid a lot of carb and red meat in his diet,"Months later,",Paul's cholesterol level decreases significantly,"Weeks later,",Paul gives up on the diet quickly.,Paul sticks to his new diet.
1435-1,health,none,none,Paul decides to avoid a lot of carb and red meat in his diet,"Months later,",Paul's cholesterol level decreases significantly,"Days later,","Instead, Paul begins eating a lot more eggs, dairy and fried chicken.",Consumption of carbs and red meat is a cause of high cholesterol.
1435-2,health,none,none,Paul decides to avoid a lot of carb and red meat in his diet,"Months later,",Paul's cholesterol level decreases significantly,"Weeks later,",Paul is still eating a lot of processed food and sugar.,Eating carbohydrates and red meat causes increases in cholesterol levels.
1435-3,health,none,none,Paul decides to avoid a lot of carb and red meat in his diet,"Months later,",Paul's cholesterol level decreases significantly,"Weeks later,",Paul decides to add a lot of desserts and cream to his diet.,Paul decides to eat vegetables instead.
8256,Science/Technology,Cloud Robotics,gpt3,The Cloud Robotics team wanted to introduce a new product to market,"Years later,",The product malfunctioned killed people,"Months later,",The team came up with a plan to carefully test any product they produced to ensure safety.,It's possible that a robot can malfunction and kill people.
8256-1,Science/Technology,Cloud Robotics,gpt3,The Cloud Robotics team wanted to introduce a new product to market,"Years later,",The product malfunctioned killed people,"Hours later,",The product was pulled from the market to do testing on again.,The team didn't test the product thoroughly.
8256-2,Science/Technology,Cloud Robotics,gpt3,The Cloud Robotics team wanted to introduce a new product to market,"Years later,",The product malfunctioned killed people,"Seconds later,",They pulled the product from the market for further safety testing.,The team introduced the product to market before being ready.
8256-3,Science/Technology,Cloud Robotics,gpt3,The Cloud Robotics team wanted to introduce a new product to market,"Years later,",The product malfunctioned killed people,"Months later,",The product is introduced to the market.,The team can’t raise funding.
8472,Work,career objectives,gpt3,William questions exactly what his career objectives are.,"Months later,",William leaves his job to go to a new one.,"Weeks later,",William figures out what he wants to get from within his company.,William begins looking at careers elsewhere.
8472-1,Work,career objectives,gpt3,William questions exactly what his career objectives are.,"Months later,",William leaves his job to go to a new one.,"Weeks later,",His boss gives him a massive raise.,William realizes he's not happy in his job.
8472-2,Work,career objectives,gpt3,William questions exactly what his career objectives are.,"Months later,",William leaves his job to go to a new one.,"Days later,","William's wife announces she's pregnant, and William decides he cannot afford to switch jobs.",William's current job failed to fulfill his career objectives.
8472-3,Work,career objectives,gpt3,William questions exactly what his career objectives are.,"Months later,",William leaves his job to go to a new one.,"Weeks later,",William is happy at his current job.,William searches for a new job.
5809,entertainment,music,chatgpt,Bob studies music his whole life.,"Decades later,",Bob publishes a musical work that is well received by the community.,"Years later,",Bob becomes discouraged and gives up on music.,Bob records many songs.
5809-1,entertainment,music,chatgpt,Bob studies music his whole life.,"Decades later,",Bob publishes a musical work that is well received by the community.,"Days later,",Bob decides he'd rather be an artist than a musician.,Bob gains talent in music.
5809-2,entertainment,music,chatgpt,Bob studies music his whole life.,"Decades later,",Bob publishes a musical work that is well received by the community.,"Weeks later,","Bob realizes his talent is in performance, not composition.","By studying music , a person can write better music."
5809-3,entertainment,music,chatgpt,Bob studies music his whole life.,"Decades later,",Bob publishes a musical work that is well received by the community.,"Months later,",Bob decides he's sick of music after all these years.,Bob really enjoys music.
6146,business,mergers and acquisitions,gpt3,"Mergers and acquisitions, or M&A for short, involves the process of combining two companies into one","Months later,",Mergers and acquisitions mean greater financial strength for both companies involved in the transaction,"Days later,",People stop using mergers and acquisitions.,People use mergers and acquisitions.
6146-1,business,mergers and acquisitions,gpt3,"Mergers and acquisitions, or M&A for short, involves the process of combining two companies into one","Months later,",Mergers and acquisitions mean greater financial strength for both companies involved in the transaction,"Weeks later,",The economy tanks and M&A goes quiet.,A lot of companies want to pursue M&A.
6146-2,business,mergers and acquisitions,gpt3,"Mergers and acquisitions, or M&A for short, involves the process of combining two companies into one","Months later,",Mergers and acquisitions mean greater financial strength for both companies involved in the transaction,"Minutes later,",The economy tanks.,Companies only complete these transactions when they're healthy.
6146-3,business,mergers and acquisitions,gpt3,"Mergers and acquisitions, or M&A for short, involves the process of combining two companies into one","Months later,",Mergers and acquisitions mean greater financial strength for both companies involved in the transaction,"Weeks later,",M&A leads to a decrease in profits.,More companies are involved in M&A.
5065,environment,deforestation,chatgpt,Deforestation has wiped out many forests.,"Decades later,",Carbon dioxide levels are rising.,"Months later,",Volunteers plant new trees in the area.,The forests aren't replaced.
5065-1,environment,deforestation,chatgpt,Deforestation has wiped out many forests.,"Decades later,",Carbon dioxide levels are rising.,"Weeks later,",People boycott against new construction.,Many new buildings are constructed.
5065-2,environment,deforestation,chatgpt,Deforestation has wiped out many forests.,"Decades later,",Carbon dioxide levels are rising.,"Days later,",Volunteers come in to plant new trees.,No one plants new trees to replace the forests.
5065-3,environment,deforestation,chatgpt,Deforestation has wiped out many forests.,"Decades later,",Carbon dioxide levels are rising.,"Months later,",Volunteers replant all the trees.,No one replants the trees.
6022,environment,nature,gpt3,The forest was cut down and a housing development was built in its place.,"Months later,",Nature had to adapt to this drastic change; deer and birds migrated to other wooded areas.  There are less squirrels and rabbits now.  The food web has been disrupted.,"Weeks later,",Animals were very comfortable despite the forest reduction and see no reason to relocate,"because the foret was reduce, all animals naturally need to find a new home"
6022-1,environment,nature,gpt3,The forest was cut down and a housing development was built in its place.,"Months later,",Nature had to adapt to this drastic change; deer and birds migrated to other wooded areas.  There are less squirrels and rabbits now.  The food web has been disrupted.,"Weeks later,",The damage to the forest is actually minimal and the housing development is well integrated with the environment.,Nature will be disrupted and have to adapt whenever humans move into an area.
6022-2,environment,nature,gpt3,The forest was cut down and a housing development was built in its place.,"Months later,",Nature had to adapt to this drastic change; deer and birds migrated to other wooded areas.  There are less squirrels and rabbits now.  The food web has been disrupted.,"Days later,",Volunteers replanted the whole area with trees.,The forest wasn't replanted with other trees.
6022-3,environment,nature,gpt3,The forest was cut down and a housing development was built in its place.,"Months later,",Nature had to adapt to this drastic change; deer and birds migrated to other wooded areas.  There are less squirrels and rabbits now.  The food web has been disrupted.,"Weeks later,","Wildlife is thriving in the area of the housing development, which was designed to be eco-friendly.",Nature will be disrupted by human construction.
6226,scitech,Gamification,gpt3,Nick enjoys learning the gamification process.,"Months later,",Nick launches his own successful video game.,"Hours later,",Nick has completely forgotten about the gamification process.,Enjoying learning about something will make someone want to do that thing professionally.
6226-1,scitech,Gamification,gpt3,Nick enjoys learning the gamification process.,"Months later,",Nick launches his own successful video game.,"Weeks later,",Nick is employed by a supermarket chain to create a gamified customer loyalty program.,Someone who enjoys learning about gamification may one day use that knowledge to create a successful video game.
6226-2,scitech,Gamification,gpt3,Nick enjoys learning the gamification process.,"Months later,",Nick launches his own successful video game.,"Days later,",Nick gets bored of gamification.,Nick finds he has skill for gamification.
6226-3,scitech,Gamification,gpt3,Nick enjoys learning the gamification process.,"Months later,",Nick launches his own successful video game.,"Days later,",Nick grows bored of his game and doesn't finish it.,Nick has a talent for building video games.
9119,Business,private equity,chatgpt,A company decides to go from private equity to public equity.,"Months later,",The company is mostly publicly owned.,"Weeks later,",Their manager becomes lazy and couldn't achieve anything,Thw manager works very hard and determined to achieve their goals
9119-1,Business,private equity,chatgpt,A company decides to go from private equity to public equity.,"Months later,",The company is mostly publicly owned.,"Weeks later,",The company goes bankrupt.,More people invest in the company.
9119-2,Business,private equity,chatgpt,A company decides to go from private equity to public equity.,"Months later,",The company is mostly publicly owned.,"Days later,",The CEO purchases a majority share.,The company lists its stocks for sale to the public.
9119-3,Business,private equity,chatgpt,A company decides to go from private equity to public equity.,"Months later,",The company is mostly publicly owned.,"Hours later,",The NYSE changes its mind about the approval.,The decision is approved by the NYSE.
8756,Sports,diving,gpt3,players have been accused of diving in order to win fouls unjustly,"Years later,",the sports committee sets up a rule which makes diving a punishable offence,"Months later,",An investigation determines that the accusations against the players are false.,The accusations against the players have merit.
8756-1,Sports,diving,gpt3,players have been accused of diving in order to win fouls unjustly,"Years later,",the sports committee sets up a rule which makes diving a punishable offence,"Hours later,",Fans agree that diving in order to win fouls makes the game more interesting.,Diving in order to win fouls is considered undesirable.
8756-2,Sports,diving,gpt3,players have been accused of diving in order to win fouls unjustly,"Years later,",the sports committee sets up a rule which makes diving a punishable offence,"Months later,",An offseason investigation shows diving is actually quite rare.,Sports committees are willing to change rules to encourage fair play.
8756-3,Sports,diving,gpt3,players have been accused of diving in order to win fouls unjustly,"Years later,",the sports committee sets up a rule which makes diving a punishable offence,"Hours later,",The protests are ignored.,Players protest this.
2928,travel,airfare,gpt3,Libby books cheap airfare to France.,"Months later,",Libby has a low budget European summer vacation.,"Weeks later,",The third party website did not mention the additional fees and taxes that needed to be paid at the airport.,"With the money she's saved on airfare, Libby is able to extend her vacation for a few extra days."
2928-1,travel,airfare,gpt3,Libby books cheap airfare to France.,"Months later,",Libby has a low budget European summer vacation.,"Seconds later,",Libby's credit card declines the hotel reservation transaction.,Libby also books a hotel.
2928-2,travel,airfare,gpt3,Libby books cheap airfare to France.,"Months later,",Libby has a low budget European summer vacation.,"Days later,","There are too many incidents like bad weather, workers strike, and so on that screw up Libby's trip, which incurred extra cost of expenses.",Libby's trip goes smoothly as planned.
2928-3,travel,airfare,gpt3,Libby books cheap airfare to France.,"Months later,",Libby has a low budget European summer vacation.,"Seconds later,",Libby is robbed at gunpoint at the airport and she's too scared to stay in the country.,Libby's flight gets to France smoothly.
9933,Travel,travel photography,chatgpt,Hallie has an Instagram page showcasing her travel photography.,"Months later,",She gains a lot of followers.,"Weeks later,",She's not influential,She's influential
9933-1,Travel,travel photography,chatgpt,Hallie has an Instagram page showcasing her travel photography.,"Months later,",She gains a lot of followers.,"Hours later,",People find out she plagiarized photos.,A lot of people like her photos.
9933-2,Travel,travel photography,chatgpt,Hallie has an Instagram page showcasing her travel photography.,"Months later,",She gains a lot of followers.,"Days later,",Hallie's page gets shut down by Instagram for copyright infringement issues.,Hallie promotes her page with great success.
9933-3,Travel,travel photography,chatgpt,Hallie has an Instagram page showcasing her travel photography.,"Months later,",She gains a lot of followers.,"Days later,",People don't like Hallie's photos because they are amateurish.,People that can't travel like to look at other people's travel photos.
5714,sports,apparel,chatgpt,Tony took great care of his ski equipment,"Years later,",he was still using the same equipment and had saved a lot of money,"Months later,",He becomes so extravagant and careless,He becomes decisive and economising
5714-1,sports,apparel,chatgpt,Tony took great care of his ski equipment,"Years later,",he was still using the same equipment and had saved a lot of money,"Days later,",He donated his ski equipment to a nonprofit.,Tony kept his ski equipment in his closet.
5714-2,sports,apparel,chatgpt,Tony took great care of his ski equipment,"Years later,",he was still using the same equipment and had saved a lot of money,"Weeks later,",Tony donates his ski equipment to a nonprofit.,Tony keeps his ski equipment.
5714-3,sports,apparel,chatgpt,Tony took great care of his ski equipment,"Years later,",he was still using the same equipment and had saved a lot of money,"Days later,",Tony gave his ski equipment to a friend.,Tony left his ski equipment in a protected clauset.
3750,sports,agility,chatgpt,Jordan shows a lot of agility on the soccer field.,"Years later,",Jordan is recruited by college coaches.,"Days later,",John stops playing soccer.,John continues to play soccer.
3750-1,sports,agility,chatgpt,Jordan shows a lot of agility on the soccer field.,"Years later,",Jordan is recruited by college coaches.,"Months later,",Jordan decides to specialize in basketball rather than soccer.,Jordan keeps up with his interest in soccer.
3750-2,sports,agility,chatgpt,Jordan shows a lot of agility on the soccer field.,"Years later,",Jordan is recruited by college coaches.,"Months later,",Jordan tears his ACL.,Jordan keeps up his health.
3750-3,sports,agility,chatgpt,Jordan shows a lot of agility on the soccer field.,"Years later,",Jordan is recruited by college coaches.,"Months later,",Jordan is injured while playing and loses the chance to be seen playing by a recruiter.,College recruiters are looking for agile soccer players.
9363,Health,holistic health,chatgpt,Ken works in the health field,"Years later,",He specialised in holistic health,"Months later,",He gets overwhelmed and quits.,Once in the health field you specialize in something.
9363-1,Health,holistic health,chatgpt,Ken works in the health field,"Years later,",He specialised in holistic health,"Months later,",Ken quits his job in health and goes into a different field.,Someone who works in the health field will specialize in a specific area of health.
9363-2,Health,holistic health,chatgpt,Ken works in the health field,"Years later,",He specialised in holistic health,"Months later,",Ken decided to go into Finance.,Ken studies herbal medicines.
9363-3,Health,holistic health,chatgpt,Ken works in the health field,"Years later,",He specialised in holistic health,"Hours later,",Ken's mentor cautions him against specializing as it will make his career exit options more narrow.,Ken wants to gain a specialty in his field.
10300,Science/Technology,3D Imaging,gpt3,John developed a type of 3D imaging for the medical field.,"Years later,",John found investors who wanted to get the new technology into production.,"Months later,",John releases the imaging technology into the public domain.,A new technological development requires outside investment to succeed.
10300-1,Science/Technology,3D Imaging,gpt3,John developed a type of 3D imaging for the medical field.,"Years later,",John found investors who wanted to get the new technology into production.,"Days later,",Another researcher patented the idea before John.,The 3D imaging idea was backed by solid science.
10300-2,Science/Technology,3D Imaging,gpt3,John developed a type of 3D imaging for the medical field.,"Years later,",John found investors who wanted to get the new technology into production.,"Hours later,",Someone else patents the technology.,The 3D technology was very innovative.
10300-3,Science/Technology,3D Imaging,gpt3,John developed a type of 3D imaging for the medical field.,"Years later,",John found investors who wanted to get the new technology into production.,"Weeks later,",It is discovered that the imaging is not accurate.,John markets his imaging on social media.
8369,Health,physical fitness program,gpt3,Peter enrols in a gym to reduce weight,"Months later,",Peter quits the program after failing to meet his goals,"Weeks later,","Peter's friends compliment him on his weight loss progress, motivating him to continue.",It's difficult to stay motivated and follow through on weight loss programs.
8369-1,Health,physical fitness program,gpt3,Peter enrols in a gym to reduce weight,"Months later,",Peter quits the program after failing to meet his goals,"Hours later,",Peter's girlfriend encourages him to keep up with his fitness routine on a consistent basis.,Peter gets discouraged by how little progress he's made toward his weight loss.
8369-2,Health,physical fitness program,gpt3,Peter enrols in a gym to reduce weight,"Months later,",Peter quits the program after failing to meet his goals,"Days later,",Peter is motivated again with the help of a personal trainer.,Peter gets discouraged by his slow progress.
8369-3,Health,physical fitness program,gpt3,Peter enrols in a gym to reduce weight,"Months later,",Peter quits the program after failing to meet his goals,"Weeks later,",Peter has already lost five pounds.,If someone fails to meet their goals after joining a gym they will become discouraged.
9072,Environment,environmental policy,chatgpt,The mayor cancelled the law on littering.,"Years later,",The city park had tons of trash piling up.,"Months later,","Environmental groups protested in town, trying to raise awareness about how important our green spaces are.",Townspeople stopped viewing littering as immoral.
9072-1,Environment,environmental policy,chatgpt,The mayor cancelled the law on littering.,"Years later,",The city park had tons of trash piling up.,"Months later,",The absence of laws preventing littering has had no effect on littering because people think it's wrong anyway.,Laws are the only thing that prevent people from littering.
9072-2,Environment,environmental policy,chatgpt,The mayor cancelled the law on littering.,"Years later,",The city park had tons of trash piling up.,"Days later,",People are conscious of environments and living quality.,People go back to their old habits and start littering again.
9072-3,Environment,environmental policy,chatgpt,The mayor cancelled the law on littering.,"Years later,",The city park had tons of trash piling up.,"Days later,","Residences have developed the habit of recycling, instead of littering.",People tend to get lazy and litter on their own convenience.
