ID,cause,assumption,ID_old,domain,keyword,long_term_interval,defeater,defeater_time_interval,long_term_effect
8437-3,Dave was inducted into the labor union.,Dave stayed a member of the labor union.,8437,Work,job security,"Months later,",Dave was kicked out for violating union rules.,"Days later,",Dave felt increased job security.
8440-1,"Karen was nervous about the job interviews after graduating college, so she hired someone to help her practice.",The practice makes her feel more comfortable.,8440,Work,job interviews,"Months later,",The practice makes her even more nervous when the hired interviewer throws her curveball questions she can't answer.,"Days later,",Karen was at ease when doing the actual interviews.
8440-2,"Karen was nervous about the job interviews after graduating college, so she hired someone to help her practice.",The consultant she worked with helped Karen in many ways.,8440,Work,job interviews,"Months later,",The consultant Karen worked with was a very lazy person.,"Days later,",Karen was at ease when doing the actual interviews.
8440-3,"Karen was nervous about the job interviews after graduating college, so she hired someone to help her practice.",Practicing to interview can make you better in the actual interview.,8440,Work,job interviews,"Months later,",No matter how much practice she did she was still nervous.,"Days later,",Karen was at ease when doing the actual interviews.
8441-1,drink plenty of water every day,Hydration is important.,8441,Work,job applications,"Decades later,",Hydration does nothing for the internal system.,"Years later,",a clean internal system
8441-2,drink plenty of water every day,The water helps flush out toxins in the body.,8441,Work,job applications,"Decades later,",It's discovered that the drinking water had a lot of impurities in it.,"Days later,",a clean internal system
8441-3,drink plenty of water every day,The water is clean.,8441,Work,job applications,"Decades later,",The water turns out to have lots of impurities.,"Weeks later,",a clean internal system
8445-1,The CEO performs job analyses on several jobs at his company.,CEOs may look to cut costs by removing unnecessary jobs.,8445,Work,job analysis,"Months later,",The CEO concludes that these jobs are essential and in need of more support.,"Days later,",He eliminates the jobs he deems are not necessary.
8445-2,The CEO performs job analyses on several jobs at his company.,He realizes he could save money by eliminating jobs.,8445,Work,job analysis,"Months later,",He realizes the reduction of jobs that would save money are jobs that can't be replaced by new hires.,"Hours later,",He eliminates the jobs he deems are not necessary.
8445-3,The CEO performs job analyses on several jobs at his company.,The purpose of performing job analysis is to eliminate excess.,8445,Work,job analysis,"Months later,",The CEO uses the information to help workers become more efficient in their jobs.,"Weeks later,",He eliminates the jobs he deems are not necessary.
8446-1,give food to someone starving,The starving person eats the food.,8446,Work,job evaluation,"Months later,",The starving person gets food poisoning.,"Hours later,",satisfaction
8446-2,give food to someone starving,Helping others is satisfying.,8446,Work,job evaluation,"Months later,",Starve to death,"Weeks later,",satisfaction
8446-3,give food to someone starving,The person starving eats the food.,8446,Work,job evaluation,"Months later,",The person starts retching as the food was spoiled.,"Hours later,",satisfaction
8467-1,Tim quit his job to find a new career.,Tim was on the job market for a while.,8467,Work,career exploration,"Months later,",Jim is offered a job by an old colleague.,"Seconds later,",Tim asked for his job back after not finding anything.
8467-2,Tim quit his job to find a new career.,Tim kept getting job rejections.,8467,Work,career exploration,"Months later,",Tim was invited to interview at a prestigious company.,"Hours later,",Tim asked for his job back after not finding anything.
8467-3,Tim quit his job to find a new career.,Tim's job search is fruitless.,8467,Work,career exploration,"Months later,",Tim receives three job offers.,"Days later,",Tim asked for his job back after not finding anything.
8472-1,William questions exactly what his career objectives are.,William realizes he's not happy in his job.,8472,Work,career objectives,"Months later,",His boss gives him a massive raise.,"Weeks later,",William leaves his job to go to a new one.
8472-2,William questions exactly what his career objectives are.,William's current job failed to fulfill his career objectives.,8472,Work,career objectives,"Months later,","William's wife announces she's pregnant, and William decides he cannot afford to switch jobs.","Days later,",William leaves his job to go to a new one.
8472-3,William questions exactly what his career objectives are.,William searches for a new job.,8472,Work,career objectives,"Months later,",William is happy at his current job.,"Weeks later,",William leaves his job to go to a new one.
8476-1,Jim was in charge of career planning for the high school.,Jim kept his job for the whole academic year.,8476,Work,career planning,"Months later,",Jim got a better job offer from a company so he quit the education field.,"Weeks later,","At the end of the year, Jim made suggestions to each student"
8476-2,Jim was in charge of career planning for the high school.,Career planners in schools give advice to students.,8476,Work,career planning,"Months later,",Jim was told not to interact with students directly due to a complaint made by a parent.,"Weeks later,","At the end of the year, Jim made suggestions to each student"
8476-3,Jim was in charge of career planning for the high school.,Jim wanted to help his students.,8476,Work,career planning,"Months later,",Jim found a better job offer that paid more and resigned.,"Days later,","At the end of the year, Jim made suggestions to each student"
8478-1,Human Resources implemented a new program to help employees reach their long term goals.,A lot of people buy into the new program.,8478,Work,career resources,"Years later,",A lot of people become disillusioned with the new program.,"Months later,",They’ve had a number of employees reaching their goals and HR has been recognized for the program’s successes.
8478-2,Human Resources implemented a new program to help employees reach their long term goals.,A lot of people participate in the program.,8478,Work,career resources,"Years later,",Most people become disillusioned by how ineffective the program is.,"Weeks later,",They’ve had a number of employees reaching their goals and HR has been recognized for the program’s successes.
8478-3,Human Resources implemented a new program to help employees reach their long term goals.,Helping employees reach their long term goals is good for the company.,8478,Work,career resources,"Years later,",The company goes under when most of their employees have left to pursue their long term goals elsewhere.,"Months later,",They’ve had a number of employees reaching their goals and HR has been recognized for the program’s successes.
8493-1,Adam wanted to focus on career growth in the new year,"For this reason, he wanted to start by completing his deficiencies in education.",8493,Work,career growth,"Months later,",He realized that investing in himself was difficult and gave up on it.,"Days later,",He took training courses at the community college
8493-2,Adam wanted to focus on career growth in the new year,Adult educaiton can boost one's career prospects.,8493,Work,career growth,"Months later,",Adam's boss agreed to put him on a management training pathway.,"Days later,",He took training courses at the community college
8512-1,the absence of disabling the conditions for an individual and the fulfilment of the politics,A lot of people feel free to speak up.,8512,Politics,freedom,"Years later,",A lot of people feel restrained from speaking up after a new government is installed.,"Weeks later,","freedom from unreasonable external constraints on action , it can also refer to positive exercise of rights."
8512-2,the absence of disabling the conditions for an individual and the fulfilment of the politics,People feel free.,8512,Politics,freedom,"Years later,",Their freedom is diminished.,"Days later,","freedom from unreasonable external constraints on action , it can also refer to positive exercise of rights."
8512-3,the absence of disabling the conditions for an individual and the fulfilment of the politics,The individual feels free.,8512,Politics,freedom,"Years later,",The individual gets shut down again.,"Days later,","freedom from unreasonable external constraints on action , it can also refer to positive exercise of rights."
8513-1,A new leader gets elected in the country.,The country loves the new leader.,8513,Politics,leader,"Months later,",The leader is unable to pass legislation.,"Weeks later,",The new leader introduces new legislation.
8513-2,A new leader gets elected in the country.,The new leader reviews all legislation.,8513,Politics,leader,"Months later,",The new leader leaves office.,"Weeks later,",The new leader introduces new legislation.
8513-3,A new leader gets elected in the country.,Newly elected leaders will want to introduce their own legislation.,8513,Politics,leader,"Months later,",The new leader pledges not to introduce any new legislation.,"Weeks later,",The new leader introduces new legislation.
8514-1,A new democratic system is imposed in a country,People are indecisive about the new party.,8514,Politics,democratic,"Years later,",The new party is not accepted and folds.,"Weeks later,","After years of turmoil, its finally established"
8514-2,A new democratic system is imposed in a country,The country implements the system.,8514,Politics,democratic,"Years later,",The democratic system is overturned.,"Weeks later,","After years of turmoil, its finally established"
8514-3,A new democratic system is imposed in a country,The conditions are right in the country for democracy to flourish.,8514,Politics,democratic,"Years later,",The democratic system has failed to take hold and the country becomes a dictatorship.,"Months later,","After years of turmoil, its finally established"
8522-1,He volunteered to help the candidate run for office.,He shows the skills of administration talent.,8522,Politics,administration,"Months later,",He turns out to be a spy from the opposite side.,"Weeks later,",He was selected to be a part of the successful candidate's administration.
8522-2,He volunteered to help the candidate run for office.,The candidate takes notice of his careful work during the victorious campaign.,8522,Politics,administration,"Months later,",The candidate loses the election and blames his campaign staff.,"Weeks later,",He was selected to be a part of the successful candidate's administration.
8522-3,He volunteered to help the candidate run for office.,The candidate was grateful to the volunteer.,8522,Politics,administration,"Months later,",The candidate was angry at the volunteer for lying to him about something.,"Days later,",He was selected to be a part of the successful candidate's administration.
853-1,The presidential candidate runs on the Republican ticket.,The candidate becomes a conservative.,853,politics,none,"Years later,",The candidate is removed from office.,"Weeks later,","The candidate, now as president, elects a conservative Supreme Court justice."
853-2,The presidential candidate runs on the Republican ticket.,Republicans are known to be conservative.,853,politics,none,"Years later,",The candidate decides he is more liberal and changes parties.,"Months later,","The candidate, now as president, elects a conservative Supreme Court justice."
853-3,The presidential candidate runs on the Republican ticket.,Republicans often win the presidential election.,853,politics,none,"Years later,",Democrats gain a lot of momentum.,"Months later,","The candidate, now as president, elects a conservative Supreme Court justice."
8534-1,The left-wing senator went public about their controversial right-wing opinions.,The citizens saw the honesty as a signal of strength and responded favorably.,8534,Politics,public,"Years later,",The left-wing base was infuriated by the revelations and began to talk poorly about the senator.,"Hours later,",The senator swapped parties and won the election for the right-wing party.
8534-2,The left-wing senator went public about their controversial right-wing opinions.,The senator gained right wing followers.,8534,Politics,public,"Years later,",Right wing followers questioned his commitment to their party.,"Days later,",The senator swapped parties and won the election for the right-wing party.
8534-3,The left-wing senator went public about their controversial right-wing opinions.,The senator's ideas were met with backlash from left-wing voters.,8534,Politics,public,"Years later,",Right-wing voters did not value the senator's ideas and even mocked her.,"Months later,",The senator swapped parties and won the election for the right-wing party.
8569-1,The government decided to increase taxation across the board.,A lot of people don't want to pay the new taxes.,8569,Politics,taxation,"Years later,",The tax gets overturned.,"Weeks later,",Tax fraud cases increased to an all-time high as people tried to avoid the heightened taxes.
8569-2,The government decided to increase taxation across the board.,People were unhappy about the tax increases.,8569,Politics,taxation,"Years later,",People realized the tax increases actually benefited them because they'd have better schools and roads.,"Weeks later,",Tax fraud cases increased to an all-time high as people tried to avoid the heightened taxes.
8569-3,The government decided to increase taxation across the board.,People will be willing to engage in tax fraud to avoid high taxes.,8569,Politics,taxation,"Years later,",No one has noticed the tax increases because their taxes haven't actually gone up that much.,"Months later,",Tax fraud cases increased to an all-time high as people tried to avoid the heightened taxes.
8573-1,Ben got into politics.,Someone who gets into politics is likely to want to run for congress eventually.,8573,Politics,congress-member,"Years later,",Ben decides to end his political career after a failed run for city council.,"Months later,",Ben was elected as a member of congress.
8573-2,Ben got into politics.,Ben campaigned successfully.,8573,Politics,congress-member,"Years later,",Ben lost all of his voter base when it was discovered he was siphoning off funds for himself.,"Months later,",Ben was elected as a member of congress.
8573-3,Ben got into politics.,Ben campaigned for election.,8573,Politics,congress-member,"Years later,",Ben lost the campaign.,"Weeks later,",Ben was elected as a member of congress.
8596-1,The rich American businessman formed a new political party that championed free market economics.,A lot of Republicans were attracted to this political party.,8596,Politics,political-party,"Years later,",Republicans realized this rich businessman was a quack.,"Hours later,",The party siphoned votes from the Republicans and cost them the presidential election.
8596-2,The rich American businessman formed a new political party that championed free market economics.,A new political party can take many votes away from a major party.,8596,Politics,political-party,"Years later,",They still had not gained many followers.,"Months later,",The party siphoned votes from the Republicans and cost them the presidential election.
8596-3,The rich American businessman formed a new political party that championed free market economics.,The public votes for the new party.,8596,Politics,political-party,"Years later,",The party is a fraud and people vote republican,"Days later,",The party siphoned votes from the Republicans and cost them the presidential election.
8611-1,The young man attends the college while working part-time job to support his living.,The young man worked hard to get a college degree.,8611,Education,university,"Years later,",The young man believed that education was unnecessary and dropped out of school.,"Months later,",The young man gets a well-paid full time job because of his college diploma.
8611-2,The young man attends the college while working part-time job to support his living.,The young man is able to balance his commitments well.,8611,Education,university,"Years later,",The young man gets overwhelmed by all his commitments and quits.,"Weeks later,",The young man gets a well-paid full time job because of his college diploma.
8611-3,The young man attends the college while working part-time job to support his living.,The young man shows off his work ethic.,8611,Education,university,"Years later,",The young man is totally burned out.,"Months later,",The young man gets a well-paid full time job because of his college diploma.
8626-1,Educators research the best way to teach students,Educators implement their findings on the best way to teach students.,8626,Education,research,"Years later,",It turns out the findings were incorrect.,"Weeks later,",Students perform better in class
8626-2,Educators research the best way to teach students,The teaching programs created by the research educators are creative and effective to help understanding.,8626,Education,research,"Years later,",Few school teachers can understand fully of the teaching programs created by the research educators so they are often confused about how to teach properly.,"Months later,",Students perform better in class
8626-3,Educators research the best way to teach students,The educators' research will yield useful results.,8626,Education,research,"Years later,",Educators give up on trying to teach students.,"Months later,",Students perform better in class
8633-1,having a pet,The person takes good care of the pet.,8633,Education,professor,"Years later,",The pet runs across the street and is struck by a car.,"Months later,",loyal friend
8633-2,having a pet,Pets are very loyal.,8633,Education,professor,"Years later,",Pets are too much work and better not to have one.,"Weeks later,",loyal friend
8633-3,having a pet,The owner cares for the pet.,8633,Education,professor,"Years later,",The owner starts to abuse the pet.,"Days later,",loyal friend
8635-1,the teacher gave the students early class lecture,The students studied the lecture.,8635,Education,literature,"Months later,",The teacher gave the students the wrong lecture.,"Hours later,",they grades improved more than before
8635-2,the teacher gave the students early class lecture,Lecturing early will improve students' retention of information.,8635,Education,literature,"Months later,",The students have difficulty paying attention to the lecture because it's so early.,"Seconds later,",they grades improved more than before
8635-3,the teacher gave the students early class lecture,The students listened to the lecture.,8635,Education,literature,"Months later,",The students forgot about the lecture.,"Hours later,",they grades improved more than before
8636-1,Jim takes a programming class in high school and ends up loving working with computers.,Jim decides to major in computer science.,8636,Education,science,"Years later,",Jim is frustrated by his failing grades in computer science.,"Months later,",Jim graduates with a university degree in computer science.
8636-2,Jim takes a programming class in high school and ends up loving working with computers.,Jim decides to major in computer science.,8636,Education,science,"Years later,",Jim fails all of his computer science exams.,"Months later,",Jim graduates with a university degree in computer science.
8636-3,Jim takes a programming class in high school and ends up loving working with computers.,Jim does well in his computer classes.,8636,Education,science,"Years later,",Jim fails his computer final exam.,"Days later,",Jim graduates with a university degree in computer science.
8640-1,self created being to which evry chain of causes must ultimately go back.,The causes keep changing.,8640,Education,philosophy,"Years later,",The changes come to a halt.,"Hours later,","consists of things apart from the thing being changed, which interact so as to be an agency of the change."
8640-2,self created being to which evry chain of causes must ultimately go back.,The self created being comes into form.,8640,Education,philosophy,"Years later,",The self created being dissolved.,"Hours later,","consists of things apart from the thing being changed, which interact so as to be an agency of the change."
8640-3,self created being to which evry chain of causes must ultimately go back.,The self created being reverts.,8640,Education,philosophy,"Years later,",The self created being comes back into its own whole state.,"Hours later,","consists of things apart from the thing being changed, which interact so as to be an agency of the change."
8641-1,The school employed cutting edge technology in all their classrooms.,The technology helped students learn.,8641,Education,technology,"Years later,",The technology started to glitch so much that teachers scrapped it.,"Weeks later,",The school had the highest test scores in the state.
8641-2,The school employed cutting edge technology in all their classrooms.,Students enroll in the new class.,8641,Education,technology,"Years later,",Enrollment in the tech class is low.,"Weeks later,",The school had the highest test scores in the state.
8641-3,The school employed cutting edge technology in all their classrooms.,Technology is enough to improve test scores.,8641,Education,technology,"Years later,",The technology is not being used because teachers have not been trained on it.,"Weeks later,",The school had the highest test scores in the state.
8642-1,Dennis majors in art while in school.,Dennis has an aptitude in art.,8642,Education,arts,"Years later,",Dennis starts to fool around and becomes staggering in his art study.,"Months later,",Dennis is a well known artist.
8642-2,Dennis majors in art while in school.,Dennis is talented and passionate in art.,8642,Education,arts,"Years later,","Dennis gets frustrated because the peers are more competitive than he, and finally he quits.","Months later,",Dennis is a well known artist.
8642-3,Dennis majors in art while in school.,Dennis produces several high profile paintings.,8642,Education,arts,"Years later,",Dennis gets into heated and contentious battles with various art gallery owners.,"Months later,",Dennis is a well known artist.
8645-1,Maggie wants to major in something that will help advance her career.,Maggie thinks that careers that are in STEM will advance her career most.,8645,Education,career,"Months later,",Maggie decides against pursuing a STEM major as she'd rather major in something she's passionate about.,"Weeks later,",Maggie decides to study engineering.
8645-2,Maggie wants to major in something that will help advance her career.,Maggie thinks that studying engineering will advance her career.,8645,Education,career,"Months later,",Maggie decides to learn how to juggle so that she can get ahead at the circus.,"Weeks later,",Maggie decides to study engineering.
8645-3,Maggie wants to major in something that will help advance her career.,Maggie has a talent for STEM.,8645,Education,career,"Months later,",Maggie realizes she's more passionate about business than STEM.,"Weeks later,",Maggie decides to study engineering.
8649-1,John studied very hard at school.,John kept up with his motivation.,8649,Education,graduation,"Months later,",John lost interest in school.,"Hours later,",John graduated on time.
8649-2,John studied very hard at school.,John is a disciplined person.,8649,Education,graduation,"Months later,",John indulged himself at party and neglected the study totally.,"Weeks later,",John graduated on time.
8649-3,John studied very hard at school.,John passed all his exams.,8649,Education,graduation,"Months later,",John flunks out of school.,"Weeks later,",John graduated on time.
866-1,Eric went to a trip to Mexico.,Eric had a great experience on the trip.,866,travel,none,"Years later,","Eric was robbed at gunpoint at the airport, giving him major trauma.","Seconds later,",Eric would share his memories of the trip to his family
866-2,Eric went to a trip to Mexico.,Eric takes many pictures on his trip.,866,travel,none,"Years later,",Eric is kidnapped and never found during his trip.,"Months later,",Eric would share his memories of the trip to his family
866-3,Eric went to a trip to Mexico.,Eric takes many pictures in Mexico,866,travel,none,"Years later,",Eric has to cancel his trip to Mexico,"Weeks later,",Eric would share his memories of the trip to his family
8673-1,Florida high schools did not properly address math competencies.,Florida high schools didn't hire tutors for their students.,8673,Education,educational objectives,"Months later,",Florida high schools eventually hire some tutors who help improve student performance.,"Weeks later,",One third of high school seniors did not meet the requirements to graduate.
8673-2,Florida high schools did not properly address math competencies.,Many students didn't learn math.,8673,Education,educational objectives,"Months later,",Their parents hire private math tutors.,"Days later,",One third of high school seniors did not meet the requirements to graduate.
8673-3,Florida high schools did not properly address math competencies.,Students' parents don't take it upon themselves to teach math to their kids.,8673,Education,educational objectives,"Months later,",A lot of students' parents buy math workbooks for their kids to do at home.,"Weeks later,",One third of high school seniors did not meet the requirements to graduate.
8675-1,Molly learns a lot about educational theories.,Molly decides to go for advanced study in education.,8675,Education,educational theories,"Years later,",Molly decides to apply theories into practice so she becomes a high school teacher.,"Months later,",Molly gets a PhD in education.
8675-2,Molly learns a lot about educational theories.,Molly is interested in these theories.,8675,Education,educational theories,"Years later,",Molly decides she's bored of the theories.,"Weeks later,",Molly gets a PhD in education.
8675-3,Molly learns a lot about educational theories.,Molly wants to pursue higher education.,8675,Education,educational theories,"Years later,",Molly realizes she can't afford higher education.,"Weeks later,",Molly gets a PhD in education.
8689-1,Sara achieves a high score during the standardized testing she participated in.,If you get high scores you can get accepted into good universities.,8689,Education,standardized testing,"Years later,",She failed some classes so her test scores did not help her.,"Weeks later,",Sara's high standardized testing scores allowed her to be accepted to and graduate from Harvard University.
8689-2,Sara achieves a high score during the standardized testing she participated in.,Sara's test scores were perceived valid.,8689,Education,standardized testing,"Years later,",It turns out Sara's test scores were the result of cheating.,"Weeks later,",Sara's high standardized testing scores allowed her to be accepted to and graduate from Harvard University.
8689-3,Sara achieves a high score during the standardized testing she participated in.,She applies to colleges.,8689,Education,standardized testing,"Years later,",Sara decides to travel rather than going to school.,"Weeks later,",Sara's high standardized testing scores allowed her to be accepted to and graduate from Harvard University.
8692-1,Joe hates taking tests.,Joe decides to party rather than study.,8692,Education,formative assessment,"Years later,",Joe joins a study prep group.,"Days later,",He fails a formative assessment to get into his favorite university.
8692-2,Joe hates taking tests.,People who dislike taking tests will not perform well on them.,8692,Education,formative assessment,"Years later,",Joe enrolls in a course to improve his test-taking confidence and skills.,"Weeks later,",He fails a formative assessment to get into his favorite university.
8692-3,Joe hates taking tests.,Someone who hates tests is not likely to do well on them.,8692,Education,formative assessment,"Years later,",Joe has overcome his test anxiety.,"Months later,",He fails a formative assessment to get into his favorite university.
8705-1,The player decides to train vigorously at a young age,The player stays in good shape.,8705,Sports,soccer,"Decades later,",The player tears their ACL and gets out of shape.,"Years later,",The player wins the world cup for his country after a long period
8705-2,The player decides to train vigorously at a young age,The player keeps up with his fitness for years.,8705,Sports,soccer,"Decades later,",The player's fitness declines after several years when the player is riddled with injuries.,"Months later,",The player wins the world cup for his country after a long period
8705-3,The player decides to train vigorously at a young age,The player stays healthy.,8705,Sports,soccer,"Decades later,",The player tears his ACL.,"Months later,",The player wins the world cup for his country after a long period
8727-1,Sam learns how to throw a frisbee.,He's good at Frisbee.,8727,Sports,frisbee,"Years later,",He gets really bored of Frisbee.,"Months later,",Sam joins an Ultimate Frisbee team in college.
8727-2,Sam learns how to throw a frisbee.,Sam enjoys Frisbee.,8727,Sports,frisbee,"Years later,",Sam gets bored of Frisbee.,"Days later,",Sam joins an Ultimate Frisbee team in college.
8727-3,Sam learns how to throw a frisbee.,Sam plays frisbee every day.,8727,Sports,frisbee,"Years later,",Sam gets bored of frisbee and takes up tennis.,"Weeks later,",Sam joins an Ultimate Frisbee team in college.
8734-1,John watches people playing squash on TV.,John asks friends to play squash.,8734,Sports,squash,"Months later,",John’s tries to play squash and hates it.,"Days later,",John change a local squash league so he can play it too.
8734-2,John watches people playing squash on TV.,Watching a sport on TV may make someone want to play it.,8734,Sports,squash,"Months later,",John laughs at the people playing squash on TV because he thinks it's a completely pointless sport.,"Minutes later,",John change a local squash league so he can play it too.
8734-3,John watches people playing squash on TV.,John wants to learn how to play squash.,8734,Sports,squash,"Months later,",He gives up after realizing how hard it is to play.,"Days later,",John change a local squash league so he can play it too.
8747-1,Cheerleading is slowly evolving into a more respected sport.,More girls go into cheerleading.,8747,Sports,cheerleading,"Years later,",Cheerleading is banned by all sport teams.,"Months later,",Cheerleading has become one of the top five sports.
8747-2,Cheerleading is slowly evolving into a more respected sport.,A lot of people take cheerleading more seriously.,8747,Sports,cheerleading,"Years later,",A bombshell sex scandal between cheerleaders and a football team causes people to lose respect for the sport.,"Months later,",Cheerleading has become one of the top five sports.
8747-3,Cheerleading is slowly evolving into a more respected sport.,People start to take cheerleaders more seriously.,8747,Sports,cheerleading,"Years later,",A cheer sex scandal erupts.,"Days later,",Cheerleading has become one of the top five sports.
8751-1,My uncle liked to go fishing and showed me how,Fishing is easy to learn.,8751,Sports,fishing,"Decades later,",I give up fishing and learn how to sail instead.,"Years later,",I taught my own nephew how to fish
8751-2,My uncle liked to go fishing and showed me how,I enjoyed fishing.,8751,Sports,fishing,"Decades later,",I got bit by a fish and swore off the hobby.,"Days later,",I taught my own nephew how to fish
8751-3,My uncle liked to go fishing and showed me how,If a relative likes a hobby you will like it too.,8751,Sports,fishing,"Decades later,",I decided I did not like fishing.,"Weeks later,",I taught my own nephew how to fish
8756-1,players have been accused of diving in order to win fouls unjustly,Diving in order to win fouls is considered undesirable.,8756,Sports,diving,"Years later,",Fans agree that diving in order to win fouls makes the game more interesting.,"Hours later,",the sports committee sets up a rule which makes diving a punishable offence
8756-2,players have been accused of diving in order to win fouls unjustly,Sports committees are willing to change rules to encourage fair play.,8756,Sports,diving,"Years later,",An offseason investigation shows diving is actually quite rare.,"Months later,",the sports committee sets up a rule which makes diving a punishable offence
8756-3,players have been accused of diving in order to win fouls unjustly,Players protest this.,8756,Sports,diving,"Years later,",The protests are ignored.,"Hours later,",the sports committee sets up a rule which makes diving a punishable offence
8781-1,Jenna friends ask her to go paragliding.,Jenna excels at paragliding.,8781,Sports,paragliding,"Months later,",Jenna gets scared and does not go paragliding.,"Minutes later,",Jenna realizes she has a real talent in paragliding.
8781-2,Jenna friends ask her to go paragliding.,Jenna learns quickly and enjoys it.,8781,Sports,paragliding,"Months later,",Jenna realizes she is afraid of the heights and cannot proceed with it.,"Minutes later,",Jenna realizes she has a real talent in paragliding.
8781-3,Jenna friends ask her to go paragliding.,Jenna decides to go paragliding.,8781,Sports,paragliding,"Months later,",Jenna has a major paragliding accident.,"Minutes later,",Jenna realizes she has a real talent in paragliding.
8786-1,"When Josh moved from Hawaii to Wyoming, he had to gave up surfing.",He wanted a new hobby.,8786,Sports,snowmobiling,"Months later,",He decided he had no time for a new hobby.,"Hours later,","During the winter, Josh took up snowmobiling as a new hobby."
8786-2,"When Josh moved from Hawaii to Wyoming, he had to gave up surfing.",Josh is interested in snowmobiling.,8786,Sports,snowmobiling,"Months later,",Josh is miserable in Wyoming and moves back to Hawaii.,"Weeks later,","During the winter, Josh took up snowmobiling as a new hobby."
8786-3,"When Josh moved from Hawaii to Wyoming, he had to gave up surfing.","In fact, he saw that he could get more out of the snow than the fun he got from the sea.",8786,Sports,snowmobiling,"Months later,",But his love and longing for the seas never ended.,"Weeks later,","During the winter, Josh took up snowmobiling as a new hobby."
8800-1,Children attending public schools in England learn cricketing at the age of 5.,All children begin to play cricket.,8800,Sports,cricketing,"Years later,",Schools ban cricket.,"Months later,",Cricketing becomes a popular sport and many people who learned as children are successful.
8800-2,Children attending public schools in England learn cricketing at the age of 5.,Children love cricketing.,8800,Sports,cricketing,"Years later,",Children get bored of cricketing.,"Hours later,",Cricketing becomes a popular sport and many people who learned as children are successful.
8800-3,Children attending public schools in England learn cricketing at the age of 5.,Learning sports at an early age can be beneficial later in life.,8800,Sports,cricketing,"Years later,",Too many children are getting hurt and they no longer play cricket so young.,"Months later,",Cricketing becomes a popular sport and many people who learned as children are successful.
8803-1,Music is no longer available online.,The CD industry capitalizes on this.,8803,Entertainment,music,"Months later,",The CD industry collapses due to outside market factors.,"Days later,",More people buy CDs.
8803-2,Music is no longer available online.,A lot of people decide to revert to buying physical copies of music.,8803,Entertainment,music,"Months later,",People realize they can still get music from the cloud.,"Seconds later,",More people buy CDs.
8803-3,Music is no longer available online.,Compact discs are a substitute for streaming online music.,8803,Entertainment,music,"Months later,",Sales of musical instruments begin to increase as people focus on creating their own music.,"Weeks later,",More people buy CDs.
8816-1,Home gaming consoles were on the rise.,A lot of people bought the consoles.,8816,Entertainment,arcades,"Years later,",People preferred arcades to the consoles.,"Weeks later,",Several arcades closed down.
8816-2,Home gaming consoles were on the rise.,A lot of people bought gaming consoles.,8816,Entertainment,arcades,"Years later,",A lot of people disliked the experience of home gaming.,"Days later,",Several arcades closed down.
8816-3,Home gaming consoles were on the rise.,People no longer need to go to arcades when they can play games at home.,8816,Entertainment,arcades,"Years later,",People decide they still enjoy the atmosphere of arcades as it can't be replicated at home.,"Weeks later,",Several arcades closed down.
8818-1,A young comedian takes improv classes to round out his stage skills and help him get noticed.,The comedian makes people laugh in classes.,8818,Entertainment,improv,"Months later,",The comedian tells a horribly off-color joke that leaves everyone angry and offended.,"Days later,",The comedian is recruited to join a prominent improv group that one of his former classmates is a member.
8818-2,A young comedian takes improv classes to round out his stage skills and help him get noticed.,The young comedian thinks he has talent.,8818,Entertainment,improv,"Months later,",The young comedian realizes he actually has no talent at comedy.,"Days later,",The comedian is recruited to join a prominent improv group that one of his former classmates is a member.
8818-3,A young comedian takes improv classes to round out his stage skills and help him get noticed.,The comedian does well in his classes.,8818,Entertainment,improv,"Months later,",The comedian tells a racist joke and is banned.,"Weeks later,",The comedian is recruited to join a prominent improv group that one of his former classmates is a member.
8823-1,the artist signed a contract for recording,The artist produced a series of hit records.,8823,Entertainment,art,"Years later,",The artist released a record that was critically panned and hated.,"Months later,",the entertainment gave him a star status among the people
8823-2,the artist signed a contract for recording,The artist records a number one hit.,8823,Entertainment,art,"Years later,",The artist loses his voice because of cancer.,"Months later,",the entertainment gave him a star status among the people
8823-3,the artist signed a contract for recording,Someone who gets a recording contract has a shot at becoming a star.,8823,Entertainment,art,"Years later,",No one buys the artist's album.,"Months later,",the entertainment gave him a star status among the people
8826-1,An artist causes controversy with caricature sculptures,The controversy generates her fame.,8826,Entertainment,sculptures,"Years later,",People get sick of hearing about this artist.,"Months later,",His sculptures are highly sought after
8826-2,An artist causes controversy with caricature sculptures,The sculptures hit social media.,8826,Entertainment,sculptures,"Years later,",The public is outraged and the sculptures are destroyed.,"Weeks later,",His sculptures are highly sought after
8826-3,An artist causes controversy with caricature sculptures,People like controversial art works.,8826,Entertainment,sculptures,"Years later,",Vandals destroy the sculptures.,"Days later,",His sculptures are highly sought after
8829-1,Brandon's new years resolution was for his band to play more concerts,Brandon's band booked a gig on the east coast.,8829,Entertainment,concerts,"Months later,",The gig is cancelled.,"Weeks later,",The band set out on a tour of the east coast
8829-2,Brandon's new years resolution was for his band to play more concerts,Brandon's band booked a big concert gig.,8829,Entertainment,concerts,"Months later,",The gig was cancelled.,"Hours later,",The band set out on a tour of the east coast
8829-3,Brandon's new years resolution was for his band to play more concerts,Brandon tried to book a gig.,8829,Entertainment,concerts,"Months later,",The gig was cancelled.,"Weeks later,",The band set out on a tour of the east coast
